AQS_Site_ID,COUNTYNS,pct_below_median
170310022,01784766,0.5137362637362637
180970078,00450371,0.5137362637362637
360610134,00974129,0.5137362637362637
360671015,00974132,0.5137362637362637
420050001,01213658,0.5137362637362637
560391013,01605083,0.5151515151515151
170890003,00424246,0.5164835164835165
270031002,00659447,0.5164835164835165
300870001,01716795,0.5164835164835165
310550052,00835849,0.5164835164835165
391351001,01074080,0.5164835164835165
080410017,00198135,0.521978021978022
180570007,00450356,0.521978021978022
271630447,00659526,0.521978021978022
350011012,01702363,0.521978021978022
400190297,01101797,0.521978021978022
470990002,01639764,0.521978021978022
060570005,01682927,0.5247252747252747
060690002,00277299,0.5247252747252747
080310013,00198131,0.5247252747252747
181410015,00452855,0.5247252747252747
401050207,01101840,0.5247252747252747
560130232,01605072,0.5247252747252747
060932001,00277311,0.5274725274725275
181050003,00451680,0.5274725274725275
480610006,01383816,0.5274725274725275
551250001,01581122,0.5302197802197802
180650003,00450359,0.532967032967033
482450022,01383908,0.532967032967033
550410007,01581080,0.532967032967033
110010043,01702382,0.5357142857142857
450370001,01247999,0.5357142857142857
551110007,01581115,0.5357142857142857
250154002,00606934,0.5359116022099447
120992005,00295761,0.5384615384615384
170310076,01784766,0.5384615384615384
211110080,00516902,0.5384615384615384
261610008,01623021,0.5384615384615384
295100085,00767557,0.5384615384615384
360290002,00974113,0.5384615384615384
420692006,01213675,0.5384615384615384
421250005,01209190,0.5384615384615384
040134003,00037026,0.5412087912087912
040191028,00025446,0.5412087912087912
060010009,01675839,0.5412087912087912
120110034,00295753,0.5412087912087912
130670003,01686112,0.5412087912087912
210590005,00516876,0.5412087912087912
360610079,00974129,0.5412087912087912
420710007,01209181,0.5412087912087912
240053001,01695314,0.5439560439560439
330012004,00873174,0.5439560439560439
390870012,01074056,0.5439560439560439
471450004,01639785,0.5439560439560439
370350004,01008543,0.5454545454545454
110010053,01702382,0.5467032967032966
181830003,00450369,0.5467032967032966
250095005,00606931,0.5467032967032966
261470005,01625033,0.5467032967032966
360810124,00974139,0.5467032967032966
483611100,01383966,0.5467032967032966
210430500,00516868,0.5494505494505495
482030002,01383887,0.5494505494505495
080310026,00198131,0.5521978021978022
170310052,01784766,0.5521978021978022
211010014,00516897,0.5521978021978022
240051007,01695314,0.5521978021978022
